Suburb/Town Name,Postcode,Local Government Area,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,%_crime_change,crime_quartile,%_property_incr
Charlton,3525,Buloke,1.0,1.0,1.0,10.0,0.0,8.0,4.0,2.0,2.0,3.0,181.82,4.0,125.0
Halls Gap,3381,Northern Grampians,1.0,0.0,0.0,14.0,2.0,3.0,0.0,5.0,4.0,3.0,181.82,4.0,208.94
Eltham North,3095,Nillumbik,1.0,5.0,5.0,7.0,7.0,6.0,35.0,4.0,22.0,3.0,181.82,4.0,67.52
San Remo,3925,Bass Coast,1.0,1.0,11.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,181.82,4.0,121.34
Warranwood,3134,Maroondah,1.0,3.0,4.0,7.0,1.0,8.0,3.0,0.0,0.0,3.0,181.82,4.0,119.4
Coolaroo,3048,Hume,16.0,28.0,35.0,40.0,42.0,51.0,35.0,56.0,46.0,45.0,180.12,4.0,89.66
Morwell,3840,Latrobe,113.0,171.0,181.0,145.0,227.0,196.0,231.0,348.0,274.0,315.0,178.6,4.0,96.88
Oakleigh,3166,Monash,33.0,42.0,43.0,42.0,53.0,55.0,64.0,59.0,97.0,91.0,175.23,4.0,89.12
Rosanna,3084,Banyule,16.0,4.0,22.0,18.0,16.0,34.0,30.0,45.0,10.0,44.0,173.91,4.0,74.22
Ringwood East,3135,Maroondah,23.0,50.0,19.0,46.0,18.0,32.0,28.0,43.0,57.0,63.0,173.16,4.0,96.53
Tooradin,3980,Casey,4.0,19.0,2.0,5.0,8.0,1.0,3.0,8.0,9.0,11.0,170.73,4.0,62.98
Bundoora,3083,Whittlesea,60.0,71.0,107.0,111.0,100.0,115.0,107.0,219.0,152.0,162.0,169.72,4.0,59.72
South Yarra,3141,Stonnington,90.0,159.0,149.0,161.0,187.0,214.0,214.0,330.0,242.0,239.0,165.37,4.0,22.0
Rosebud,3939,Mornington Peninsula,51.0,110.0,125.0,131.0,138.0,212.0,156.0,199.0,133.0,135.0,164.38,4.0,126.84
Mount Waverley,3149,Monash,24.0,38.0,56.0,80.0,98.0,51.0,72.0,57.0,108.0,63.0,161.83,4.0,84.15
Cranbourne West,3977,Casey,15.0,39.0,43.0,35.0,31.0,51.0,40.0,81.0,72.0,39.0,158.94,4.0,110.91
Vermont,3133,Whitehorse,10.0,25.0,14.0,5.0,18.0,37.0,8.0,13.0,18.0,26.0,158.42,4.0,105.74
Truganina,3029,Wyndham,17.0,22.0,37.0,46.0,52.0,47.0,65.0,68.0,62.0,44.0,157.89,4.0,81.94
Mount Duneed,3217,Greater Geelong,5.0,2.0,7.0,5.0,1.0,7.0,5.0,3.0,7.0,13.0,156.86,4.0,169.23
Wonga Park,3115,Manningham,5.0,9.0,13.0,1.0,9.0,5.0,6.0,3.0,2.0,13.0,156.86,4.0,109.04
Keilor East,3033,Moonee Valley,18.0,40.0,33.0,31.0,35.0,38.0,40.0,45.0,35.0,46.0,154.7,4.0,84.38
West Melbourne,3003,Melbourne,47.0,49.0,64.0,81.0,73.0,107.0,131.0,116.0,115.0,119.0,152.87,4.0,28.84
Princes Hill,3054,Yarra,6.0,10.0,8.0,16.0,5.0,8.0,1.0,6.0,11.0,15.0,147.54,4.0,30.09
Noble Park North,3174,Greater Dandenong,21.0,61.0,76.0,41.0,42.0,31.0,25.0,51.0,19.0,52.0,146.92,4.0,106.27
Wollert,3750,Whittlesea,19.0,13.0,23.0,26.0,15.0,31.0,30.0,59.0,46.0,47.0,146.6,4.0,76.25
Miners Rest,3352,Ballarat,4.0,15.0,5.0,5.0,2.0,13.0,1.0,0.0,4.0,10.0,146.34,4.0,98.48
Safety Beach,3936,Mornington Peninsula,4.0,20.0,8.0,14.0,2.0,2.0,8.0,8.0,23.0,10.0,146.34,4.0,175.73
Surrey Hills,3127,Boroondara,4.0,12.0,19.0,25.0,12.0,14.0,13.0,3.0,8.0,10.0,146.34,4.0,62.96
Carrum Downs,3201,Frankston,72.0,123.0,218.0,132.0,93.0,102.0,165.0,193.0,221.0,177.0,145.63,4.0,120.61
Keilor Lodge,3038,Brimbank,2.0,1.0,0.0,3.0,2.0,5.0,4.0,2.0,1.0,5.0,142.86,4.0,67.35
Lang Lang,3984,Cardinia,2.0,3.0,1.0,11.0,2.0,5.0,9.0,36.0,2.0,5.0,142.86,4.0,150.0
Alfredton,3350,Ballarat,9.0,25.0,17.0,11.0,10.0,7.0,12.0,27.0,22.0,22.0,142.86,4.0,93.64
Wy Yung,3875,East Gippsland,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,142.86,4.0,38.6
Mulgrave,3170,Monash,35.0,138.0,101.0,89.0,60.0,60.0,87.0,97.0,55.0,83.0,136.75,4.0,57.14
Flora Hill,3550,Greater Bendigo,8.0,15.0,21.0,3.0,7.0,16.0,24.0,24.0,8.0,19.0,135.8,4.0,77.42
Yarrawonga,3730,Moira,17.0,12.0,35.0,31.0,27.0,26.0,33.0,30.0,57.0,40.0,134.5,4.0,129.75
Nagambie,3608,Strathbogie,3.0,11.0,4.0,19.0,12.0,6.0,6.0,19.0,9.0,7.0,129.03,4.0,124.0
Armadale,3143,Stonnington,10.0,13.0,7.0,30.0,26.0,28.0,29.0,20.0,14.0,23.0,128.71,4.0,62.45
Windsor,3181,Stonnington,39.0,44.0,85.0,77.0,80.0,73.0,93.0,83.0,86.0,89.0,127.88,4.0,123.11
Brookfield,3338,Melton,15.0,12.0,20.0,24.0,15.0,9.0,10.0,20.0,25.0,34.0,125.83,4.0,78.33
Vermont South,3133,Whitehorse,8.0,5.0,4.0,9.0,9.0,31.0,28.0,19.0,45.0,18.0,123.46,4.0,100.83
Heidelberg,3084,Banyule,38.0,38.0,56.0,69.0,88.0,109.0,113.0,128.0,88.0,85.0,123.36,4.0,102.59
Yarraville,3013,Maribyrnong,35.0,28.0,44.0,50.0,42.0,43.0,41.0,38.0,18.0,78.0,122.51,4.0,93.97
Heathmont,3135,Maroondah,14.0,13.0,37.0,19.0,21.0,28.0,21.0,23.0,19.0,31.0,120.57,4.0,89.73
Cranbourne East,3977,Casey,21.0,28.0,25.0,22.0,38.0,46.0,71.0,55.0,39.0,46.0,118.48,4.0,84.62
North Bendigo,3550,Greater Bendigo,12.0,7.0,22.0,6.0,32.0,6.0,16.0,29.0,34.0,26.0,115.7,4.0,91.88
Bayswater,3153,Knox,66.0,98.0,80.0,83.0,137.0,130.0,138.0,130.0,126.0,142.0,114.98,4.0,104.25
Clayton,3168,Monash,61.0,68.0,88.0,72.0,75.0,83.0,143.0,78.0,76.0,130.0,112.93,4.0,67.83
Chirnside Park,3116,Yarra Ranges,15.0,32.0,32.0,56.0,29.0,32.0,61.0,59.0,35.0,32.0,112.58,4.0,111.11
Chadstone,3148,Monash,15.0,25.0,41.0,33.0,30.0,30.0,64.0,46.0,51.0,32.0,112.58,4.0,65.86
Ivanhoe,3079,Banyule,43.0,18.0,24.0,32.0,19.0,57.0,26.0,38.0,37.0,91.0,111.37,4.0,75.23
Hampton Park,3976,Casey,52.0,50.0,85.0,98.0,90.0,232.0,220.0,299.0,137.0,110.0,111.32,4.0,100.0
Heidelberg West,3081,Banyule,56.0,86.0,101.0,95.0,64.0,93.0,159.0,196.0,133.0,117.0,108.73,4.0,83.31
Kyabram,3620,Campaspe,11.0,11.0,46.0,29.0,29.0,41.0,22.0,33.0,23.0,23.0,108.11,4.0,66.67
Horsham,3400,Horsham,80.0,191.0,182.0,152.0,163.0,159.0,152.0,129.0,99.0,166.0,107.37,3.0,76.74
Melton South,3338,Melton,30.0,51.0,58.0,66.0,66.0,99.0,98.0,108.0,51.0,62.0,106.31,3.0,132.61
Narre Warren,3805,Casey,118.0,144.0,228.0,137.0,157.0,182.0,222.0,217.0,162.0,242.0,105.0,3.0,107.57
Mordialloc,3195,Kingston,44.0,24.0,32.0,36.0,27.0,30.0,64.0,84.0,30.0,90.0,104.31,3.0,66.18
Bairnsdale,3875,East Gippsland,44.0,64.0,99.0,113.0,92.0,122.0,140.0,146.0,125.0,89.0,102.04,3.0,80.85
Forest Hill,3131,Whitehorse,15.0,14.0,21.0,10.0,35.0,24.0,49.0,16.0,20.0,30.0,99.34,3.0,91.39
Healesville,3777,Yarra Ranges,9.0,19.0,24.0,22.0,9.0,6.0,17.0,36.0,20.0,18.0,98.9,3.0,107.52
Kingsville,3012,Maribyrnong,7.0,5.0,12.0,13.0,4.0,13.0,0.0,9.0,3.0,14.0,98.59,3.0,85.83
Ironbark,3550,Greater Bendigo,5.0,3.0,10.0,2.0,6.0,7.0,19.0,10.0,4.0,10.0,98.04,3.0,91.34
Maddingley,3340,Moorabool,5.0,3.0,6.0,10.0,6.0,9.0,8.0,25.0,12.0,10.0,98.04,3.0,95.89
Bell Post Hill,3215,Greater Geelong,5.0,8.0,26.0,14.0,17.0,23.0,24.0,29.0,11.0,10.0,98.04,3.0,115.7
Epsom,3551,Greater Bendigo,4.0,9.0,21.0,23.0,9.0,9.0,13.0,17.0,10.0,8.0,97.56,3.0,86.05
Mont Albert North,3129,Whitehorse,3.0,1.0,1.0,2.0,6.0,14.0,3.0,7.0,7.0,6.0,96.77,3.0,56.28
Maryborough,3465,Central Goldfields,26.0,27.0,52.0,34.0,45.0,79.0,52.0,82.0,63.0,51.0,95.79,3.0,101.03
Rye,3941,Mornington Peninsula,25.0,50.0,26.0,15.0,51.0,36.0,77.0,51.0,70.0,49.0,95.62,3.0,188.24
Wantirna South,3152,Knox,70.0,51.0,95.0,154.0,159.0,189.0,110.0,166.0,205.0,136.0,94.15,3.0,130.74
Craigieburn,3064,Hume,90.0,133.0,145.0,218.0,155.0,185.0,172.0,212.0,163.0,174.0,93.23,3.0,85.56
