Suburb/Town Name,Postcode,Local Government Area,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,%_crime_change,crime_quartile,%_property_incr
Rhyll,3923,Bass Coast,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1000.0,4.0,137.91
Port Welshpool,3965,South Gippsland,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1000.0,4.0,142.68
Birregurra,3242,Colac-Otway,0.0,12.0,0.0,3.0,0.0,2.0,1.0,4.0,2.0,1.0,1000.0,4.0,216.67
Mont Albert North,3129,Whitehorse,1.0,2.0,0.0,2.0,1.0,4.0,3.0,4.0,4.0,12.0,1000.0,4.0,56.28
Park Orchards,3114,Manningham,0.0,9.0,0.0,8.0,1.0,2.0,4.0,6.0,1.0,1.0,1000.0,4.0,135.17
Koondrook,3580,Gannawarra,0.0,3.0,3.0,8.0,4.0,3.0,3.0,3.0,2.0,1.0,1000.0,4.0,60.68
Tawonga,3697,Alpine,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1000.0,4.0,98.39
Blackwood,3458,Moorabool,0.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,1000.0,4.0,135.48
Wimbledon Heights,3922,Bass Coast,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,4.0,157.83
Stanhope,3623,Campaspe,0.0,2.0,1.0,10.0,8.0,3.0,1.0,5.0,0.0,1.0,1000.0,4.0,48.33
Bandiana,3691,Wodonga,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1000.0,4.0,32.6
Lyndhurst,3975,Casey,3.0,6.0,4.0,53.0,24.0,3.0,56.0,27.0,10.0,29.0,838.71,4.0,104.09
Koo Wee Rup,3981,Cardinia,6.0,6.0,8.0,11.0,10.0,10.0,7.0,14.0,7.0,56.0,819.67,4.0,122.22
Lancefield,3435,Macedon Ranges,1.0,7.0,8.0,4.0,7.0,12.0,6.0,1.0,14.0,10.0,818.18,4.0,65.56
Wollert,3750,Whittlesea,4.0,10.0,10.0,9.0,16.0,17.0,16.0,36.0,47.0,37.0,804.88,4.0,76.25
Lucknow,3875,East Gippsland,1.0,4.0,3.0,3.0,12.0,12.0,10.0,2.0,2.0,9.0,727.27,4.0,27.66
Kalimna,3909,East Gippsland,1.0,1.0,1.0,1.0,6.0,4.0,6.0,5.0,5.0,9.0,727.27,4.0,156.09
Wahgunyah,3687,Indigo,1.0,4.0,2.0,0.0,0.0,0.0,5.0,1.0,3.0,9.0,727.27,4.0,83.95
Ballarat North,3350,Ballarat,1.0,4.0,14.0,6.0,9.0,4.0,4.0,11.0,10.0,9.0,727.27,4.0,114.53
Kingsbury,3083,Darebin,3.0,6.0,23.0,13.0,10.0,12.0,10.0,24.0,9.0,25.0,709.68,4.0,60.11
Halls Gap,3381,Northern Grampians,1.0,4.0,0.0,2.0,1.0,1.0,5.0,3.0,2.0,8.0,636.36,4.0,208.94
Bunyip,3815,Cardinia,1.0,8.0,5.0,0.0,5.0,7.0,1.0,14.0,2.0,8.0,636.36,4.0,125.56
Mickleham,3064,Hume,7.0,28.0,13.0,15.0,9.0,14.0,11.0,37.0,36.0,52.0,633.8,4.0,212.21
Tyabb,3913,Mornington Peninsula,2.0,14.0,7.0,7.0,8.0,9.0,2.0,12.0,22.0,15.0,619.05,4.0,123.35
Clyde North,3978,Casey,4.0,4.0,16.0,23.0,12.0,21.0,22.0,40.0,27.0,29.0,609.76,4.0,83.37
Mitchell Park,3355,Ballarat,1.0,3.0,2.0,0.0,8.0,2.0,2.0,1.0,1.0,7.0,545.45,4.0,107.87
Werribee South,3030,Wyndham,3.0,7.0,14.0,9.0,8.0,11.0,7.0,16.0,2.0,16.0,419.35,4.0,27.32
Mount Clear,3350,Ballarat,3.0,9.0,9.0,16.0,6.0,6.0,3.0,2.0,14.0,16.0,419.35,4.0,105.07
Huntingdale,3166,Monash,3.0,23.0,10.0,13.0,4.0,7.0,9.0,3.0,6.0,16.0,419.35,4.0,85.89
Manor Lakes,3024,Wyndham,9.0,5.0,15.0,24.0,10.0,12.0,29.0,18.0,30.0,45.0,395.6,4.0,94.13
Creswick,3363,Hepburn,5.0,12.0,12.0,6.0,2.0,4.0,2.0,14.0,16.0,24.0,372.55,4.0,112.24
Sea Lake,3533,Buloke,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,363.64,4.0,100.0
Nerrina,3350,Ballarat,3.0,7.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0,14.0,354.84,4.0,12.09
Croydon North,3136,Maroondah,5.0,6.0,17.0,2.0,19.0,11.0,4.0,12.0,12.0,21.0,313.73,4.0,119.8
Blackburn South,3130,Whitehorse,8.0,8.0,4.0,19.0,12.0,22.0,8.0,29.0,22.0,33.0,308.64,4.0,89.96
Maiden Gully,3551,Greater Bendigo,4.0,5.0,6.0,8.0,7.0,13.0,10.0,8.0,6.0,16.0,292.68,4.0,70.45
Goughs Bay,3723,Mansfield,2.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,5.0,8.0,285.71,4.0,173.79
Truganina,3029,Wyndham,17.0,23.0,44.0,44.0,45.0,37.0,49.0,46.0,42.0,65.0,280.7,4.0,81.94
Ivanhoe East,3079,Banyule,1.0,1.0,7.0,1.0,1.0,3.0,0.0,4.0,3.0,4.0,272.73,4.0,103.82
Hopetoun,3396,Yarriambiack,1.0,0.0,3.0,0.0,3.0,1.0,1.0,5.0,0.0,4.0,272.73,4.0,143.75
Warranwood,3134,Maroondah,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,4.0,272.73,4.0,119.4
Lovely Banks,3213,Greater Geelong,1.0,1.0,12.0,10.0,10.0,9.0,12.0,8.0,5.0,4.0,272.73,4.0,111.65
Dennington,3280,Warrnambool,1.0,4.0,3.0,2.0,2.0,2.0,3.0,0.0,6.0,4.0,272.73,4.0,96.88
Sassafras,3787,Yarra Ranges,1.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,8.0,4.0,272.73,4.0,53.91
Burwood East,3151,Whitehorse,10.0,13.0,19.0,31.0,18.0,34.0,33.0,28.0,23.0,36.0,257.43,4.0,89.64
Highton,3216,Greater Geelong,8.0,29.0,29.0,29.0,16.0,15.0,19.0,18.0,18.0,28.0,246.91,4.0,104.19
Safety Beach,3936,Mornington Peninsula,6.0,8.0,24.0,7.0,5.0,13.0,11.0,6.0,2.0,21.0,245.9,4.0,175.73
Campbellfield,3061,Hume,46.0,88.0,101.0,55.0,56.0,53.0,51.0,63.0,57.0,157.0,240.78,4.0,92.73
Wy Yung,3875,East Gippsland,2.0,5.0,4.0,8.0,9.0,9.0,9.0,4.0,13.0,7.0,238.1,4.0,38.6
Cranbourne West,3977,Casey,10.0,28.0,34.0,32.0,22.0,46.0,44.0,46.0,58.0,34.0,237.62,4.0,110.91
Point Cook,3030,Wyndham,34.0,82.0,44.0,71.0,103.0,75.0,85.0,99.0,86.0,115.0,237.54,4.0,64.44
Essendon North,3041,Moonee Valley,5.0,5.0,8.0,4.0,3.0,3.0,13.0,8.0,15.0,17.0,235.29,4.0,84.14
Maffra,3860,Wellington,15.0,32.0,32.0,50.0,34.0,25.0,25.0,12.0,13.0,50.0,231.79,4.0,65.5
East Bendigo,3550,Greater Bendigo,6.0,11.0,6.0,6.0,4.0,9.0,15.0,14.0,7.0,20.0,229.51,4.0,75.96
Scoresby,3179,Knox,10.0,15.0,11.0,29.0,12.0,16.0,9.0,14.0,28.0,33.0,227.72,4.0,93.03
Heatherton,3202,Kingston,5.0,9.0,8.0,5.0,5.0,5.0,13.0,0.0,4.0,16.0,215.69,4.0,94.05
Brookfield,3338,Melton,15.0,2.0,21.0,21.0,40.0,17.0,20.0,49.0,39.0,45.0,198.68,4.0,78.33
Queenscliff,3225,Queenscliffe,4.0,27.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,12.0,195.12,4.0,196.83
Notting Hill,3168,Monash,3.0,4.0,8.0,6.0,5.0,3.0,9.0,2.0,1.0,9.0,193.55,4.0,115.36
Nathalia,3638,Moira,3.0,15.0,7.0,19.0,1.0,10.0,6.0,4.0,16.0,9.0,193.55,4.0,100.0
Harcourt,3453,Mount Alexander,3.0,3.0,5.0,0.0,5.0,2.0,3.0,0.0,1.0,9.0,193.55,4.0,99.03
Woodend,3442,Macedon Ranges,13.0,15.0,16.0,17.0,28.0,20.0,14.0,16.0,17.0,38.0,190.84,4.0,99.47
Winter Valley,3358,Ballarat,2.0,10.0,11.0,2.0,1.0,1.0,0.0,7.0,5.0,6.0,190.48,4.0,74.46
South Kingsville,3015,Hobsons Bay,2.0,1.0,8.0,4.0,5.0,2.0,2.0,0.0,3.0,6.0,190.48,4.0,84.02
Officer,3809,Cardinia,13.0,17.0,41.0,24.0,52.0,44.0,27.0,49.0,33.0,37.0,183.21,4.0,110.53
East Warburton,3799,Yarra Ranges,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,181.82,4.0,80.66
Grantville,3984,Bass Coast,1.0,6.0,2.0,5.0,5.0,4.0,7.0,7.0,0.0,3.0,181.82,4.0,165.35
Belgrave South,3160,Yarra Ranges,1.0,9.0,2.0,3.0,5.0,0.0,3.0,0.0,2.0,3.0,181.82,4.0,61.5
Venus Bay,3956,South Gippsland,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,181.82,4.0,171.75
Yallourn North,3825,Latrobe,6.0,14.0,5.0,11.0,4.0,14.0,11.0,12.0,23.0,17.0,180.33,4.0,124.07
Cranbourne East,3977,Casey,14.0,19.0,73.0,38.0,22.0,52.0,29.0,52.0,38.0,39.0,177.3,4.0,84.62
Oakleigh East,3166,Monash,5.0,15.0,14.0,12.0,13.0,14.0,13.0,17.0,4.0,14.0,176.47,4.0,72.99
Viewbank,3084,Banyule,4.0,12.0,12.0,8.0,4.0,8.0,15.0,16.0,16.0,11.0,170.73,4.0,92.86
Chirnside Park,3116,Yarra Ranges,21.0,39.0,36.0,59.0,21.0,37.0,56.0,37.0,50.0,56.0,165.88,4.0,111.11
Mount Evelyn,3796,Yarra Ranges,8.0,18.0,13.0,33.0,24.0,44.0,19.0,8.0,7.0,21.0,160.49,4.0,96.18
Riddells Creek,3431,Macedon Ranges,6.0,16.0,4.0,33.0,2.0,7.0,3.0,4.0,4.0,15.0,147.54,4.0,113.89
Heywood,3304,Glenelg,4.0,18.0,6.0,3.0,14.0,1.0,7.0,4.0,15.0,10.0,146.34,4.0,86.62
Waurn Ponds,3216,Greater Geelong,4.0,4.0,11.0,11.0,14.0,19.0,17.0,21.0,6.0,10.0,146.34,4.0,80.85
Seville,3139,Yarra Ranges,4.0,5.0,1.0,7.0,13.0,7.0,8.0,3.0,1.0,10.0,146.34,4.0,102.5
Strathfieldsaye,3551,Greater Bendigo,2.0,1.0,4.0,5.0,5.0,5.0,10.0,13.0,2.0,5.0,142.86,4.0,88.33
Keilor Lodge,3038,Brimbank,2.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,142.86,4.0,67.35
Glengarry,3854,Latrobe,2.0,6.0,4.0,0.0,3.0,2.0,2.0,4.0,2.0,5.0,142.86,4.0,164.52
Templestowe,3106,Manningham,9.0,11.0,10.0,15.0,12.0,11.0,7.0,23.0,17.0,22.0,142.86,4.0,90.06
Timboon,3268,Corangamite,2.0,2.0,2.0,2.0,1.0,3.0,7.0,3.0,1.0,5.0,142.86,4.0,150.0
Casterton,3311,Glenelg,5.0,5.0,2.0,0.0,12.0,7.0,9.0,7.0,2.0,12.0,137.25,4.0,100.0
Moorabbin,3189,Kingston,24.0,39.0,62.0,57.0,105.0,60.0,63.0,53.0,44.0,56.0,132.78,4.0,111.88
Alfredton,3350,Ballarat,18.0,17.0,4.0,25.0,13.0,22.0,14.0,25.0,53.0,42.0,132.6,4.0,93.64
Ashwood,3147,Monash,15.0,15.0,17.0,22.0,18.0,34.0,34.0,42.0,17.0,35.0,132.45,4.0,81.94
Launching Place,3139,Yarra Ranges,3.0,2.0,2.0,5.0,54.0,4.0,10.0,6.0,3.0,7.0,129.03,4.0,148.48
Charlton,3525,Buloke,3.0,3.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,7.0,129.03,4.0,125.0
Bannockburn,3331,Golden Plains,3.0,2.0,7.0,3.0,6.0,9.0,1.0,4.0,7.0,7.0,129.03,4.0,94.59
Blairgowrie,3942,Mornington Peninsula,3.0,15.0,3.0,1.0,1.0,9.0,3.0,6.0,6.0,7.0,129.03,4.0,174.22
Macedon,3440,Macedon Ranges,4.0,4.0,0.0,13.0,12.0,18.0,27.0,3.0,12.0,9.0,121.95,4.0,93.88
Crib Point,3919,Mornington Peninsula,4.0,10.0,7.0,11.0,12.0,13.0,20.0,13.0,6.0,9.0,121.95,4.0,145.07
Churchill,3842,Latrobe,18.0,40.0,41.0,33.0,26.0,27.0,67.0,52.0,35.0,40.0,121.55,4.0,98.35
Mernda,3754,Whittlesea,24.0,17.0,46.0,41.0,29.0,69.0,45.0,83.0,65.0,52.0,116.18,4.0,82.0
Paynesville,3880,East Gippsland,6.0,15.0,13.0,21.0,8.0,6.0,8.0,13.0,5.0,13.0,114.75,4.0,92.58
Diggers Rest,3427,Melton,14.0,7.0,14.0,7.0,5.0,10.0,8.0,18.0,33.0,30.0,113.48,4.0,134.82
Maddingley,3340,Moorabool,9.0,7.0,15.0,7.0,18.0,18.0,22.0,17.0,23.0,19.0,109.89,4.0,95.89
Vermont South,3133,Whitehorse,7.0,8.0,16.0,8.0,8.0,7.0,14.0,23.0,28.0,14.0,98.59,4.0,100.83
Apollo Bay,3233,Colac-Otway,6.0,5.0,10.0,11.0,13.0,11.0,7.0,12.0,15.0,12.0,98.36,4.0,157.78
Mount Pleasant,3350,Ballarat,5.0,8.0,12.0,5.0,20.0,16.0,15.0,8.0,23.0,10.0,98.04,4.0,113.38
Lysterfield,3156,Knox,4.0,8.0,11.0,5.0,15.0,6.0,18.0,12.0,7.0,8.0,97.56,4.0,71.09
Black Hill,3350,Ballarat,4.0,2.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,8.0,97.56,4.0,129.28
Alphington,3078,Darebin,4.0,5.0,6.0,9.0,11.0,6.0,3.0,7.0,9.0,8.0,97.56,4.0,84.26
Rosanna,3084,Banyule,4.0,6.0,21.0,9.0,12.0,22.0,11.0,15.0,9.0,8.0,97.56,4.0,74.22
Nhill,3418,Hindmarsh,4.0,1.0,4.0,2.0,15.0,28.0,8.0,2.0,17.0,8.0,97.56,4.0,55.45
Mortlake,3272,Moyne,3.0,6.0,7.0,1.0,6.0,5.0,12.0,5.0,9.0,6.0,96.77,4.0,149.03
Wurruk,3850,Wellington,3.0,9.0,4.0,5.0,5.0,2.0,7.0,5.0,14.0,6.0,96.77,4.0,53.16
Kinglake,3763,Murrindindi,3.0,10.0,5.0,5.0,1.0,9.0,2.0,1.0,2.0,6.0,96.77,4.0,141.67
Plenty,3093,Nillumbik,2.0,6.0,1.0,6.0,6.0,5.0,0.0,1.0,1.0,4.0,95.24,4.0,106.99
Invermay Park,3350,Ballarat,2.0,4.0,1.0,1.0,5.0,2.0,5.0,0.0,1.0,4.0,95.24,4.0,91.8
Mirboo North,3871,South Gippsland,2.0,7.0,4.0,7.0,11.0,2.0,4.0,7.0,6.0,4.0,95.24,4.0,134.34
Neerim South,3831,Baw Baw,2.0,6.0,1.0,7.0,3.0,2.0,0.0,2.0,5.0,4.0,95.24,4.0,39.71
Kilsyth,3137,Yarra Ranges,19.0,29.0,48.0,45.0,44.0,21.0,25.0,16.0,28.0,37.0,94.24,4.0,96.67
Bundoora,3083,Whittlesea,67.0,60.0,83.0,91.0,91.0,95.0,69.0,111.0,132.0,129.0,92.4,4.0,59.72
Eynesbury,3338,Melton,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,90.91,4.0,83.1
Mount Macedon,3441,Macedon Ranges,1.0,2.0,0.0,6.0,7.0,2.0,3.0,1.0,0.0,2.0,90.91,4.0,130.94
Dalyston,3992,Bass Coast,1.0,0.0,4.0,1.0,3.0,12.0,2.0,3.0,20.0,2.0,90.91,4.0,131.63
Watsonia North,3087,Banyule,1.0,1.0,10.0,5.0,4.0,8.0,1.0,2.0,3.0,2.0,90.91,4.0,92.25
Cohuna,3568,Gannawarra,10.0,10.0,12.0,9.0,4.0,13.0,10.0,36.0,6.0,19.0,89.11,4.0,97.84
Doreen,3754,Whittlesea,32.0,25.0,46.0,43.0,31.0,29.0,27.0,45.0,44.0,60.0,87.23,4.0,73.73
Heidelberg Heights,3081,Banyule,23.0,26.0,45.0,35.0,45.0,50.0,37.0,36.0,52.0,43.0,86.58,4.0,77.54
Wantirna,3152,Knox,24.0,26.0,33.0,39.0,34.0,30.0,38.0,37.0,37.0,44.0,82.99,4.0,91.84
Surrey Hills,3127,Boroondara,6.0,7.0,5.0,10.0,9.0,11.0,18.0,6.0,10.0,11.0,81.97,4.0,62.96
Mooroolbark,3138,Yarra Ranges,44.0,95.0,96.0,133.0,86.0,68.0,102.0,103.0,59.0,80.0,81.63,4.0,98.41
Tullamarine,3043,Hume,27.0,38.0,31.0,67.0,52.0,68.0,39.0,43.0,55.0,49.0,81.18,4.0,113.92
Numurkah,3636,Moira,14.0,20.0,27.0,20.0,11.0,17.0,16.0,25.0,20.0,25.0,78.01,4.0,97.44
Mulgrave,3170,Monash,31.0,71.0,67.0,60.0,53.0,53.0,43.0,78.0,69.0,55.0,77.17,4.0,57.14
Brighton East,3187,Bayside,17.0,18.0,42.0,36.0,20.0,18.0,29.0,17.0,42.0,30.0,76.02,4.0,75.61
Lara,3212,Greater Geelong,36.0,33.0,39.0,49.0,58.0,79.0,69.0,62.0,32.0,63.0,74.79,4.0,118.57
Dromana,3936,Mornington Peninsula,20.0,28.0,37.0,44.0,23.0,44.0,29.0,42.0,36.0,35.0,74.63,4.0,116.23
Mount Duneed,3217,Greater Geelong,8.0,9.0,10.0,10.0,5.0,16.0,7.0,7.0,11.0,14.0,74.07,4.0,169.23
Portsea,3944,Mornington Peninsula,7.0,11.0,6.0,9.0,19.0,3.0,7.0,9.0,4.0,12.0,70.42,4.0,268.2
Beveridge,3753,Mitchell,7.0,9.0,21.0,14.0,17.0,13.0,20.0,18.0,8.0,12.0,70.42,4.0,72.73
Tarneit,3029,Wyndham,67.0,52.0,75.0,85.0,98.0,115.0,113.0,91.0,116.0,114.0,70.04,4.0,73.85
Kialla,3631,Greater Shepparton,10.0,15.0,31.0,21.0,22.0,14.0,17.0,14.0,22.0,17.0,69.31,4.0,72.92
Albion,3020,Brimbank,22.0,23.0,16.0,31.0,28.0,10.0,29.0,22.0,52.0,37.0,67.87,4.0,107.12
Malvern East,3145,Stonnington,54.0,63.0,57.0,95.0,61.0,73.0,83.0,84.0,91.0,90.0,66.54,4.0,100.83
Mount Martha,3934,Mornington Peninsula,15.0,9.0,29.0,16.0,21.0,15.0,38.0,26.0,20.0,25.0,66.23,4.0,147.42
Epsom,3551,Greater Bendigo,6.0,24.0,18.0,1.0,18.0,9.0,15.0,23.0,12.0,10.0,65.57,4.0,86.05
Mount Dandenong,3767,Yarra Ranges,3.0,2.0,16.0,1.0,2.0,0.0,5.0,5.0,3.0,5.0,64.52,4.0,184.44
Lang Lang,3984,Cardinia,3.0,0.0,6.0,9.0,11.0,13.0,10.0,4.0,3.0,5.0,64.52,4.0,150.0
Toora,3962,South Gippsland,3.0,3.0,1.0,5.0,2.0,7.0,2.0,6.0,0.0,5.0,64.52,4.0,255.69
Bayswater North,3153,Maroondah,31.0,31.0,49.0,71.0,55.0,50.0,54.0,50.0,35.0,51.0,64.31,4.0,85.38
Reservoir,3073,Darebin,181.0,180.0,229.0,188.0,175.0,198.0,193.0,345.0,273.0,294.0,62.4,4.0,89.41
Wedderburn,3518,Loddon,8.0,5.0,8.0,5.0,2.0,3.0,3.0,8.0,9.0,13.0,61.73,3.0,111.04
The Basin,3154,Knox,8.0,9.0,20.0,25.0,20.0,4.0,13.0,15.0,11.0,13.0,61.73,3.0,94.77
Longwarry,3816,Baw Baw,8.0,13.0,14.0,7.0,3.0,16.0,17.0,16.0,18.0,13.0,61.73,3.0,81.35
East Bairnsdale,3875,East Gippsland,21.0,23.0,28.0,21.0,20.0,44.0,8.0,30.0,9.0,34.0,61.61,3.0,57.96
Kurunjang,3337,Melton,20.0,35.0,35.0,39.0,27.0,35.0,42.0,38.0,29.0,32.0,59.7,3.0,92.51
Harkness,3337,Melton,15.0,14.0,14.0,17.0,16.0,22.0,30.0,40.0,20.0,24.0,59.6,3.0,78.79
Tootgarook,3941,Mornington Peninsula,17.0,24.0,16.0,21.0,22.0,14.0,23.0,14.0,30.0,27.0,58.48,3.0,153.23
Yarraville,3013,Maribyrnong,41.0,59.0,32.0,45.0,38.0,56.0,40.0,52.0,20.0,65.0,58.39,3.0,93.97
Melton West,3337,Melton,36.0,53.0,84.0,49.0,65.0,74.0,76.0,90.0,87.0,57.0,58.17,3.0,92.64
Westmeadows,3049,Hume,28.0,38.0,26.0,21.0,23.0,41.0,16.0,24.0,17.0,44.0,56.94,3.0,68.18
Rosedale,3847,Wellington,7.0,7.0,9.0,19.0,9.0,11.0,9.0,13.0,9.0,11.0,56.34,3.0,95.35
Jacana,3047,Hume,16.0,9.0,24.0,38.0,22.0,31.0,18.0,17.0,10.0,25.0,55.9,3.0,90.87
Heathmont,3135,Maroondah,9.0,37.0,28.0,12.0,30.0,27.0,16.0,17.0,5.0,14.0,54.95,3.0,89.73
Kyabram,3620,Campaspe,20.0,21.0,56.0,47.0,47.0,35.0,32.0,21.0,17.0,31.0,54.73,3.0,66.67
Newcomb,3219,Greater Geelong,22.0,28.0,15.0,40.0,26.0,25.0,56.0,55.0,26.0,34.0,54.3,3.0,119.64
Keilor Downs,3038,Brimbank,42.0,28.0,26.0,23.0,20.0,45.0,23.0,34.0,14.0,64.0,52.26,3.0,78.44
Melton South,3338,Melton,48.0,115.0,78.0,88.0,122.0,89.0,111.0,116.0,53.0,73.0,51.98,3.0,132.61
